"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In labor force:","Margin of Error!!Total:!!In labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:","Margin of Error!!Total:!!In labor force:!!Civilian labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Employed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Employed","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Estimate!!Total:!!In labor force:!!Armed Forces","Margin of Error!!Total:!!In labor force:!!Armed Forces","Estimate!!Total:!!Not in labor force","Margin of Error!!Total:!!Not in labor force",
"1400000US25003900600","Census Tract 9006; Berkshire County; Massachusetts","3137","355","1995","332","1995","332","1797","311","198","137","0","14","1142","257",
"1400000US25003900700","Census Tract 9007; Berkshire County; Massachusetts","2356","309","1603","273","1603","273","1525","273","78","52","0","14","753","143",
"1400000US25003900800","Census Tract 9008; Berkshire County; Massachusetts","3934","403","2679","358","2679","358","2545","328","134","136","0","14","1255","251",
"1400000US25003900900","Census Tract 9009; Berkshire County; Massachusetts","4401","482","3105","513","3105","513","2873","527","232","184","0","19","1296","249",
"1400000US25003901100","Census Tract 9011; Berkshire County; Massachusetts","3084","361","1550","300","1550","300","1501","299","49","42","0","14","1534","259",
"1400000US25003911100","Census Tract 9111; Berkshire County; Massachusetts","2582","143","1727","189","1727","189","1699","190","28","35","0","14","855","191",
"1400000US25003912100","Census Tract 9121; Berkshire County; Massachusetts","5089","236","2867","309","2867","309","2660","331","207","122","0","19","2222","305",
"1400000US25003913100","Census Tract 9131; Berkshire County; Massachusetts","4507","157","2374","378","2374","378","2226","353","148","162","0","19","2133","325",
"1400000US25003914100","Census Tract 9141; Berkshire County; Massachusetts","5201","230","3051","275","3051","275","2935","283","116","81","0","19","2150","272",
"1400000US25003920101","Census Tract 9201.01; Berkshire County; Massachusetts","4876","255","2974","260","2974","260","2909","258","65","52","0","19","1902","230",
"1400000US25003920102","Census Tract 9201.02; Berkshire County; Massachusetts","3144","308","1535","190","1535","190","1506","188","29","26","0","14","1609","255",
"1400000US25003921300","Census Tract 9213; Berkshire County; Massachusetts","4195","366","1957","382","1957","382","1957","382","0","19","0","19","2238","371",
"1400000US25003921400","Census Tract 9214; Berkshire County; Massachusetts","1210","213","705","204","705","204","616","209","89","75","0","14","505","112",
"1400000US25003921500","Census Tract 9215; Berkshire County; Massachusetts","2316","282","1505","257","1505","257","1386","270","119","105","0","14","811","172",
"1400000US25003922100","Census Tract 9221; Berkshire County; Massachusetts","2073","199","1159","203","1159","203","1039","193","120","88","0","14","914","160",
"1400000US25003922200","Census Tract 9222; Berkshire County; Massachusetts","3259","292","1857","264","1857","264","1805","274","52","52","0","14","1402","264",
"1400000US25003922300","Census Tract 9223; Berkshire County; Massachusetts","1603","172","981","125","981","125","930","130","51","47","0","14","622","156",
"1400000US25003923100","Census Tract 9231; Berkshire County; Massachusetts","2825","109","1551","219","1551","219","1479","209","72","53","0","14","1274","218",
"1400000US25003924100","Census Tract 9241; Berkshire County; Massachusetts","1883","240","1142","267","1142","267","1062","259","80","63","0","14","741","237",
"1400000US25003925101","Census Tract 9251.01; Berkshire County; Massachusetts","1288","224","894","234","894","234","894","234","0","14","0","14","394","131",
"1400000US25003925102","Census Tract 9251.02; Berkshire County; Massachusetts","5013","278","2992","345","2992","345","2796","359","196","140","0","19","2021","294",
"1400000US25003926100","Census Tract 9261; Berkshire County; Massachusetts","2937","116","2099","248","2099","248","2025","262","74","60","0","14","838","227",
"1400000US25003931100","Census Tract 9311; Berkshire County; Massachusetts","1424","149","811","121","811","121","782","120","29","17","0","14","613","83",
"1400000US25003931300","Census Tract 9313; Berkshire County; Massachusetts","1309","93","753","73","753","73","689","63","64","27","0","14","556","75",
"1400000US25003931400","Census Tract 9314; Berkshire County; Massachusetts","1457","167","961","143","961","143","922","138","39","25","0","14","496","65",
"1400000US25003932200","Census Tract 9322; Berkshire County; Massachusetts","2177","263","1293","138","1293","138","1254","137","39","23","0","14","884","214",
"1400000US25003932300","Census Tract 9323; Berkshire County; Massachusetts","1614","240","1086","227","1086","227","1032","222","54","37","0","14","528","98",
"1400000US25003933200","Census Tract 9332; Berkshire County; Massachusetts","1324","183","809","147","809","147","750","144","59","41","0","14","515","121",
"1400000US25003933300","Census Tract 9333; Berkshire County; Massachusetts","1254","155","736","128","736","128","710","123","26","23","0","14","518","86",
"1400000US25003933400","Census Tract 9334; Berkshire County; Massachusetts","2282","199","1520","173","1520","173","1457","170","63","56","0","14","762","104",
"1400000US25003934200","Census Tract 9342; Berkshire County; Massachusetts","1070","149","650","125","650","125","623","120","27","19","0","14","420","82",
"1400000US25003934300","Census Tract 9343; Berkshire County; Massachusetts","1680","245","1026","213","1026","213","1010","212","16","10","0","14","654","114",
"1400000US25003935100","Census Tract 9351; Berkshire County; Massachusetts","2107","195","1296","163","1296","163","1272","163","24","12","0","14","811","103",
"1400000US25003935200","Census Tract 9352; Berkshire County; Massachusetts","3980","624","2513","500","2513","500","2347","434","166","122","0","14","1467","406",
"1400000US25003935300","Census Tract 9353; Berkshire County; Massachusetts","3108","347","1758","296","1758","296","1671","284","87","76","0","14","1350","239",
"1400000US25005600100","Census Tract 6001; Bristol County; Massachusetts","3498","458","2087","307","2087","307","1988","273","99","105","0","14","1411","388",
"1400000US25005600202","Census Tract 6002.02; Bristol County; Massachusetts","4391","380","3275","385","3275","385","3059","332","216","131","0","19","1116","291",
"1400000US25005600203","Census Tract 6002.03; Bristol County; Massachusetts","5004","525","3475","531","3475","531","3304","448","171","139","0","19","1529","250",
"1400000US25005600204","Census Tract 6002.04; Bristol County; Massachusetts","3186","299","2270","238","2270","238","2190","260","80","63","0","14","916","174",
"1400000US25005610100","Census Tract 6101; Bristol County; Massachusetts","4415","515","2989","365","2989","365","2796","456","193","196","0","19","1426","356",
"1400000US25005610202","Census Tract 6102.02; Bristol County; Massachusetts","4505","662","3317","432","3317","432","3283","431","34","33","0","19","1188","341",
"1400000US25005610203","Census Tract 6102.03; Bristol County; Massachusetts","5551","518","3837","369","3837","369","3775","367","62","73","0","19","1714","385",
"1400000US25005610204","Census Tract 6102.04; Bristol County; Massachusetts","4661","455","3397","436","3386","433","3213","406","173","99","11","20","1264","310",
"1400000US25005611101","Census Tract 6111.01; Bristol County; Massachusetts","4259","367","2801","343","2801","343","2677","315","124","87","0","19","1458","224",
"1400000US25005611102","Census Tract 6111.02; Bristol County; Massachusetts","4637","389","2697","322","2679","318","2600","292","79","73","18","26","1940","234",
"1400000US25005611201","Census Tract 6112.01; Bristol County; Massachusetts","2748","480","1661","238","1661","238","1577","247","84","58","0","14","1087","332",
"1400000US25005611202","Census Tract 6112.02; Bristol County; Massachusetts","4803","407","3294","436","3294","436","3207","448","87","62","0","19","1509","262",
"1400000US25005612100","Census Tract 6121; Bristol County; Massachusetts","3990","397","2647","289","2647","289","2492","270","155","92","0","14","1343","244",
"1400000US25005612201","Census Tract 6122.01; Bristol County; Massachusetts","3279","395","2326","311","2326","311","2226","310","100","79","0","14","953","214",
"1400000US25005612202","Census Tract 6122.02; Bristol County; Massachusetts","5349","450","3888","409","3858","407","3767","383","91","107","30","41","1461","293",
"1400000US25005613100","Census Tract 6131; Bristol County; Massachusetts","6251","844","4244","627","4244","627","4039","573","205","125","0","19","2007","358",
"1400000US25005613300","Census Tract 6133; Bristol County; Massachusetts","6172","635","4063","516","4063","516","3858","483","205","120","0","19","2109","361",
"1400000US25005613400","Census Tract 6134; Bristol County; Massachusetts","3193","380","2232","369","2232","369","2162","375","70","62","0","14","961","140",
"1400000US25005613600","Census Tract 6136; Bristol County; Massachusetts","3199","386","2207","315","2207","315","1893","319","314","182","0","14","992","267",
"1400000US25005613700","Census Tract 6137; Bristol County; Massachusetts","3902","691","2672","477","2672","477","2516","463","156","85","0","14","1230","296",
"1400000US25005613800","Census Tract 6138; Bristol County; Massachusetts","4129","802","2375","435","2375","435","2129","439","246","104","0","19","1754","675",
"1400000US25005613901","Census Tract 6139.01; Bristol County; Massachusetts","2636","516","1794","462","1794","462","1669","470","125","72","0","14","842","301",
"1400000US25005613902","Census Tract 6139.02; Bristol County; Massachusetts","4336","657","2775","554","2775","554","2713","551","62","42","0","19","1561","379",
"1400000US25005614000","Census Tract 6140; Bristol County; Massachusetts","3474","336","2288","287","2288","287","2168","282","120","76","0","19","1186","228",
"1400000US25005614101","Census Tract 6141.01; Bristol County; Massachusetts","5847","751","4176","548","4176","548","3930","541","246","151","0","19","1671","412",
"1400000US25005614102","Census Tract 6141.02; Bristol County; Massachusetts","5836","637","4207","570","4207","570","4037","564","170","48","0","19","1629","341",
"1400000US25005615100","Census Tract 6151; Bristol County; Massachusetts","6694","222","4769","335","4769","335","4517","341","252","167","0","19","1925","317",
"1400000US25005616100","Census Tract 6161; Bristol County; Massachusetts","5777","251","4031","278","4031","278","3828","284","203","109","0","19","1746","247",
"1400000US25005617101","Census Tract 6171.01; Bristol County; Massachusetts","4031","201","2694","248","2694","248","2581","233","113","74","0","14","1337","210",
"1400000US25005617102","Census Tract 6171.02; Bristol County; Massachusetts","3550","261","2548","251","2505","264","2381","248","124","81","43","50","1002","149",
"1400000US25005630101","Census Tract 6301.01; Bristol County; Massachusetts","2799","347","2191","332","2191","332","2127","327","64","49","0","14","608","135",
"1400000US25005630102","Census Tract 6301.02; Bristol County; Massachusetts","4411","613","3424","593","3424","593","3124","467","300","245","0","19","987","278",
"1400000US25005630201","Census Tract 6302.01; Bristol County; Massachusetts","2715","438","1746","268","1746","268","1684","271","62","64","0","14","969","262",
"1400000US25005630202","Census Tract 6302.02; Bristol County; Massachusetts","4256","478","3014","291","3014","291","2888","255","126","116","0","19","1242","363",
"1400000US25005630301","Census Tract 6303.01; Bristol County; Massachusetts","4738","557","3476","438","3476","438","3191","328","285","230","0","19","1262","317",
"1400000US25005630302","Census Tract 6303.02; Bristol County; Massachusetts","2544","334","1878","253","1878","253","1844","252","34","39","0","14","666","227",
"1400000US25005630400","Census Tract 6304; Bristol County; Massachusetts","4375","524","2929","454","2929","454","2736","455","193","113","0","19","1446","364",
"1400000US25005631101","Census Tract 6311.01; Bristol County; Massachusetts","2975","475","1999","331","1986","335","1814","337","172","110","13","26","976","362",
"1400000US25005631102","Census Tract 6311.02; Bristol County; Massachusetts","4036","478","2783","483","2783","483","2705","479","78","74","0","19","1253","212",
"1400000US25005631200","Census Tract 6312; Bristol County; Massachusetts","5899","834","4399","806","4399","806","4289","788","110","81","0","19","1500","255",
"1400000US25005631300","Census Tract 6313; Bristol County; Massachusetts","4655","727","3603","719","3603","719","3445","680","158","128","0","19","1052","244",
"1400000US25005631400","Census Tract 6314; Bristol County; Massachusetts","2662","384","2022","334","2022","334","1936","325","86","78","0","14","640","163",
"1400000US25005631500","Census Tract 6315; Bristol County; Massachusetts","2454","453","1702","292","1702","292","1639","298","63","58","0","14","752","301",
"1400000US25005631600","Census Tract 6316; Bristol County; Massachusetts","2939","457","2020","383","2020","383","1879","389","141","80","0","14","919","272",
"1400000US25005631700","Census Tract 6317; Bristol County; Massachusetts","5225","534","3877","465","3877","465","3669","433","208","132","0","19","1348","252",
"1400000US25005631800","Census Tract 6318; Bristol County; Massachusetts","6579","554","4394","432","4394","432","4154","409","240","132","0","19","2185","419",
"1400000US25005632100","Census Tract 6321; Bristol County; Massachusetts","5844","569","3911","431","3911","431","3693","402","218","112","0","19","1933","358",
"1400000US25005632200","Census Tract 6322; Bristol County; Massachusetts","7417","556","4926","405","4896","407","4603","467","293","254","30","49","2491","569",
"1400000US25005633100","Census Tract 6331; Bristol County; Massachusetts","4977","437","3523","471","3523","471","3385","468","138","101","0","19","1454","210",
"1400000US25005633200","Census Tract 6332; Bristol County; Massachusetts","5810","445","4011","435","4011","435","3954","436","57","55","0","19","1799","404",
"1400000US25005640100","Census Tract 6401; Bristol County; Massachusetts","4608","625","2951","424","2951","424","2853","434","98","124","0","19","1657","453",
"1400000US25005640201","Census Tract 6402.01; Bristol County; Massachusetts","2049","379","1272","379","1272","379","1272","379","0","14","0","14","777","157",
"1400000US25005640202","Census Tract 6402.02; Bristol County; Massachusetts","3198","476","1536","265","1536","265","1497","265","39","37","0","14","1662","442",
"1400000US25005640300","Census Tract 6403; Bristol County; Massachusetts","3320","613","2154","575","2154","575","1931","432","223","193","0","14","1166","198",
"1400000US25005640400","Census Tract 6404; Bristol County; Massachusetts","2328","569","1413","504","1413","504","1329","502","84","60","0","14","915","349",
"1400000US25005640500","Census Tract 6405; Bristol County; Massachusetts","4962","724","2986","496","2986","496","2864","498","122","108","0","19","1976","518",
"1400000US25005640600","Census Tract 6406; Bristol County; Massachusetts","3636","592","2444","516","2444","516","2356","505","88","92","0","14","1192","376",
"1400000US25005640700","Census Tract 6407; Bristol County; Massachusetts","2209","304","1503","298","1503","298","1428","282","75","77","0","14","706","189",
"1400000US25005640800","Census Tract 6408; Bristol County; Massachusetts","3264","541","2284","424","2244","425","2136","402","108","82","40","61","980","218",
"1400000US25005640901","Census Tract 6409.01; Bristol County; Massachusetts","3997","547","2615","483","2615","483","2178","418","437","354","0","14","1382","356",
"1400000US25005641000","Census Tract 6410; Bristol County; Massachusetts","2030","388","1222","399","1222","399","1184","393","38","35","0","14","808","286",
"1400000US25005641101","Census Tract 6411.01; Bristol County; Massachusetts","1430","260","760","265","760","265","695","258","65","65","0","14","670","150",
"1400000US25005641200","Census Tract 6412; Bristol County; Massachusetts","2695","508","1814","513","1814","513","1671","470","143","89","0","14","881","202",
"1400000US25005641300","Census Tract 6413; Bristol County; Massachusetts","4317","547","2529","454","2529","454","2405","434","124","96","0","19","1788","395",
"1400000US25005641400","Census Tract 6414; Bristol County; Massachusetts","2654","365","1625","330","1625","330","1527","316","98","58","0","14","1029","202",
"1400000US25005641500","Census Tract 6415; Bristol County; Massachusetts","2294","370","1414","346","1414","346","1369","339","45","41","0","14","880","204",
"1400000US25005641600","Census Tract 6416; Bristol County; Massachusetts","2001","308","1276","278","1276","278","1196","271","80","66","0","14","725","154",
"1400000US25005641700","Census Tract 6417; Bristol County; Massachusetts","4410","612","2561","446","2561","446","2392","405","169","118","0","14","1849","449",
"1400000US25005641800","Census Tract 6418; Bristol County; Massachusetts","1832","245","1184","190","1184","190","1109","178","75","52","0","14","648","178",
"1400000US25005641900","Census Tract 6419; Bristol County; Massachusetts","2277","402","1450","248","1450","248","1244","213","206","134","0","14","827","301",
"1400000US25005642000","Census Tract 6420; Bristol County; Massachusetts","2803","356","1866","346","1866","346","1699","281","167","141","0","14","937","152",
"1400000US25005642100","Census Tract 6421; Bristol County; Massachusetts","3747","665","2157","268","2141","267","1925","313","216","137","16","26","1590","728",
"1400000US25005642200","Census Tract 6422; Bristol County; Massachusetts","3044","349","1610","233","1610","233","1405","224","205","118","0","14","1434","258",
"1400000US25005642300","Census Tract 6423; Bristol County; Massachusetts","1806","223","1154","190","1154","190","1127","189","27","21","0","14","652","86",
"1400000US25005642400","Census Tract 6424; Bristol County; Massachusetts","2426","405","1522","401","1522","401","1453","393","69","65","0","14","904","174",
"1400000US25005642500","Census Tract 6425; Bristol County; Massachusetts","4191","351","2758","343","2746","342","2631","323","115","114","12","19","1433","196",
"1400000US25005644101","Census Tract 6441.01; Bristol County; Massachusetts","5141","504","3065","391","3065","391","2994","340","71","96","0","19","2076","358",
"1400000US25005644102","Census Tract 6441.02; Bristol County; Massachusetts","4017","354","2629","321","2629","321","2554","315","75","61","0","19","1388","196",
"1400000US25005644200","Census Tract 6442; Bristol County; Massachusetts","6063","487","3967","473","3967","473","3798","473","169","118","0","19","2096","462",
"1400000US25005645101","Census Tract 6451.01; Bristol County; Massachusetts","4824","549","3241","474","3118","436","2964","429","154","120","123","138","1583","285",
"1400000US25005645102","Census Tract 6451.02; Bristol County; Massachusetts","4559","466","2857","397","2857","397","2755","383","102","78","0","19","1702","300",
"1400000US25005645103","Census Tract 6451.03; Bristol County; Massachusetts","4821","473","2991","454","2991","454","2932","437","59","65","0","19","1830","314",
"1400000US25005646101","Census Tract 6461.01; Bristol County; Massachusetts","6588","474","4393","441","4373","437","4227","418","146","92","20","33","2195","342",
"1400000US25005646103","Census Tract 6461.03; Bristol County; Massachusetts","5125","496","3105","483","3105","483","3012","464","93","90","0","19","2020","302",
"1400000US25005646104","Census Tract 6461.04; Bristol County; Massachusetts","2264","337","1422","239","1422","239","1396","232","26","31","0","14","842","195",
"1400000US25005650101","Census Tract 6501.01; Bristol County; Massachusetts","4829","670","3192","711","3192","711","3020","709","172","144","0","19","1637","362",
"1400000US25005650102","Census Tract 6501.02; Bristol County; Massachusetts","4008","493","2701","415","2701","415","2464","402","237","146","0","19","1307","358",
"1400000US25005650201","Census Tract 6502.01; Bristol County; Massachusetts","2663","573","1801","371","1765","376","1713","380","52","36","36","39","862","255",
"1400000US25005650202","Census Tract 6502.02; Bristol County; Massachusetts","1618","315","960","198","960","198","926","197","34","28","0","14","658","173",
"1400000US25005650300","Census Tract 6503; Bristol County; Massachusetts","2791","467","2118","436","2118","436","2080","431","38","35","0","14","673","145",
"1400000US25005650400","Census Tract 6504; Bristol County; Massachusetts","2909","394","1852","318","1852","318","1702","309","150","96","0","14","1057","223",
"1400000US25005650500","Census Tract 6505; Bristol County; Massachusetts","2969","405","1874","376","1874","376","1762","366","112","87","0","14","1095","241",
"1400000US25005650600","Census Tract 6506; Bristol County; Massachusetts","2402","462","1330","305","1330","305","1262","309","68","48","0","14","1072","302",
"1400000US25005650700","Census Tract 6507; Bristol County; Massachusetts","1920","357","1277","314","1277","314","1014","259","263","195","0","14","643","151",
"1400000US25005650800","Census Tract 6508; Bristol County; Massachusetts","3080","409","2008","378","2008","378","1607","292","401","267","0","14","1072","270",
"1400000US25005650900","Census Tract 6509; Bristol County; Massachusetts","2079","334","1093","309","1093","309","953","258","140","98","0","14","986","228",
"1400000US25005651001","Census Tract 6510.01; Bristol County; Massachusetts","2526","276","1314","260","1314","260","1170","266","144","84","0","14","1212","200",
"1400000US25005651002","Census Tract 6510.02; Bristol County; Massachusetts","3235","500","2219","524","2219","524","2157","530","62","41","0","14","1016","198",
"1400000US25005651100","Census Tract 6511; Bristol County; Massachusetts","4377","649","2168","420","2168","420","2008","402","160","114","0","19","2209","490",
